Sample	Chr	Start	End	Gene_name	Tumor.LogR	Tumor.Copy_Number	Tumor.Call	Tumor.LogR_Copy_Number	Plasma.LogR	Plasma.Copy_Number	Plasma.Call	Plasma.LogR_Copy_Number	Tumor_Plamsa_match
./derived_data/cna/seg/H7	chr10	80000001	81000000	LOC219347|C10orf57|PLAC9|ANXA11|BC009626|MAT1A|DYDC1|DYDC2|C10orf58|TSPAN14|SH2D4B	-0.2935	1	Hemizygous Deletions	1.08762228633581	0.0405	2	Copy Neutral	3.15200115672663	FALSE
./derived_data/cna/seg/H7	chr13	22000001	23000000	AK054845|BC048997	-0.2934	1	Hemizygous Deletions	1.08785660450636	-0.0057	2	Copy Neutral	1.98862256110805	FALSE
./derived_data/cna/seg/H7	chr12	78000001	79000000	NAV3|BC045810|BC047615	-0.2933	1	Hemizygous Deletions	1.08809093891917	-3e-04	2	Copy Neutral	2.12268698251676	FALSE
./derived_data/cna/seg/H7	chr17	17000001	18000000	KIAA0864|PLD6|FLCN|COPS3|NT5M|MED9|RASD1|PEMT|RAI1|SMCR5|SREBP-1|SREBF1|TOM1L2|LRRC48	-0.2931	1	Hemizygous Deletions	1.08855965647607	-0.0238	2	Copy Neutral	1.54290079204996	FALSE
./derived_data/cna/seg/H7	chr6	138000001	139000000	PERP|KIAA1244|PBOV1|AK056626|HEBP2|NHSL1|BC104461|AX747618|CCDC28A|ECT2L|REPS1	-0.2928	1	Hemizygous Deletions	0.81422204637199	-0.0982	2	Copy Neutral	0.015625	FALSE
./derived_data/cna/seg/H7	chr12	97000001	98000000	NCRMS|DM004219|BC024008	-0.2922	1	Hemizygous Deletions	1.09066968977133	0.0566	2	Copy Neutral	3.56625424116665	FALSE
./derived_data/cna/seg/H7	chr13	99000001	100000000	DOCK9|CR605438|UBAC2|GPR18|GPR183|FKSG29|AK123584|TM9SF2|CLYBL|ZIC5|ZIC2	-0.2918	1	Hemizygous Deletions	1.09160790494837	-0.0488	2	Copy Neutral	0.936387017658324	FALSE
./derived_data/cna/seg/H7	chr11	102000001	103000000	KIAA1377|C11orf70|BC040646|YAP1|BIRC3|BIRC2|TMEM123|MMP7|MMP20|MMP27|MMP8|AB231724|MMP10|AK097805|MMP1|MMP3|MMP12|MMP13	-0.2916	1	Hemizygous Deletions	0.817886201359838	-0.0447	2	Copy Neutral	1.03513619025351	FALSE
./derived_data/cna/seg/H7	chr10	70000001	71000000	H2AFY2|AIFM2|TYSND1|SAR1A|PPA1|NPFFR1|LRRC20|EIF4EBP2|NODAL|KIAA1274|PRF1|ADAMTS14|C10orf27|SGPL1|PCBD1	-0.2913	1	Hemizygous Deletions	1.09278103978452	0.1077	2	Copy Neutral	4.91210167567503	FALSE
./derived_data/cna/seg/H7	chr10	117000001	118000000	KIAA1598|VAX1|KCNK18|SLC18A2|PDZD8|EMX2	-0.2906	1	Hemizygous Deletions	1.09442411175536	0.0742	3	Copy Gain	4.02442285741987	FALSE
./derived_data/cna/seg/H7	chr11	81000001	82000000	BC041900	-0.2905	1	Hemizygous Deletions	0.821247688521725	-0.0213	2	Copy Neutral	1.60413222901293	FALSE
./derived_data/cna/seg/H7	chr6	17000001	18000000	AK026805|RBM24|CAP2|FAM8A1|NUP153|KIF13A	-0.2905	1	Hemizygous Deletions	0.821247688521725	-0.0313	2	Copy Neutral	1.35984183196517	FALSE
./derived_data/cna/seg/H7	chr10	75000001	76000000	MYST4|DUPD1|DUSP13|SAMD8|VDAC2|COMTD1|UNQ766|AK023445|ZNF503|C10orf41|C10orf11	-0.2903	1	Hemizygous Deletions	1.09512852954181	-0.002	2	Copy Neutral	2.08042738301719	FALSE
./derived_data/cna/seg/H7	chr13	40000001	41000000	FOXO1|MRPS31|SLC25A15|SUGT1L1|ELF1	-0.2898	1	Hemizygous Deletions	1.09630288474493	-0.0733	2	Copy Neutral	0.352113722862114	FALSE
./derived_data/cna/seg/H7	chr11	40000001	41000000	LRRC4C	-0.289	1	Hemizygous Deletions	0.825835667072641	-0.0346	2	Copy Neutral	1.27959688191507	FALSE
./derived_data/cna/seg/H7	chr17	50000001	51000000	ITGA3|PDK2|SAMD14|PPP1R9B|SGCA|BC033456|HILS1|BC126901|COL1A1|TMEM92|XYLT2|MRPL27|EME1|LRRC59|DQ599569|ACSF2|CHAD|RSAD1|MYCBPAP|EPN3|SPATA20|BC041476|CACNA1G|ABCC3|ANKRD40|LUC7L3|AK090674|C17orf73|WFIKKN2|TOB1|BC039664|SPAG9	-0.2889	1	Hemizygous Deletions	1.09841775002436	0.0196	2	Copy Neutral	2.62109391413218	FALSE
./derived_data/cna/seg/H7	chr13	69000001	70000000	KLHL1	-0.2888	1	Hemizygous Deletions	1.09865281650536	0.0317	2	Copy Neutral	2.92752348815563	FALSE
./derived_data/cna/seg/H7	chr6	42000001	43000000	TAF8|AK074567|GUCA1A|GUCA1B|MRPS10|TRERF1|UBR2|PRPH2|DQ588041|TBCC|KIAA0240|RPL7L1|DQ590761|C6orf226|PTCRA|CNPY3|GNMT|BC040637|PEX6|PPP2R5D	-0.2885	1	Hemizygous Deletions	0.827366053610609	-0.0756	2	Copy Neutral	0.297771323009581	FALSE
./derived_data/cna/seg/H7	chr6	63000001	64000000	LGSN|PTP4A1|PHF3|EYS|CR600797	-0.2884	1	Hemizygous Deletions	0.827672194570336	-0.0957	2	Copy Neutral	0.015625	FALSE
./derived_data/cna/seg/H7	chr12	125000001	126000000	BRI3BP|AACS|TMEM132B|AL137270	-0.2876	1	Hemizygous Deletions	1.10147488554275	0.054	3	Copy Gain	3.49904283519368	FALSE
./derived_data/cna/seg/H7	chr10	120000001	121000000	PPAPDC1A|BC043378|BRWD2|AX747838	-0.2874	1	Hemizygous Deletions	1.10194545863724	0.0888	3	Copy Gain	4.40875903674276	FALSE
./derived_data/cna/seg/H7	chr11	101000001	102000000	PGR|FJ515873|TRPC6|ANGPTL5|KIAA1377	-0.2866	1	Hemizygous Deletions	0.833186362029658	0.017	2	Copy Neutral	2.55558432576674	FALSE
./derived_data/cna/seg/H7	chr12	65000001	66000000	WIF1|LEMD3|MSRB3|BC043551|RPSAP52|HMGA2|AK128707	-0.2863	1	Hemizygous Deletions	1.10453477706098	0.0446	2	Copy Neutral	3.25705584635746	FALSE
./derived_data/cna/seg/H7	chr6	10000001	11000000	TFAP2A|BC012200|C6orf218|GCNT2|C6orf52|PAK1IP1|TMEM14C|CR622974|TMEM14B|MAK|GCM2|SYCP2L|ELOVL2	-0.2861	1	Hemizygous Deletions	0.834719296565878	-0.0019	2	Copy Neutral	2.08291186359735	FALSE
./derived_data/cna/seg/H7	chr10	69000001	70000000	KIAA1279|SRGN|VPS26A|SUPV3L1|HKDC1|HK1|TACR2|TSPAN15|NEUROG3|C10orf35|COL13A1	-0.2858	1	Hemizygous Deletions	1.10571239278604	0.065	2	Copy Neutral	3.78422846410281	FALSE
./derived_data/cna/seg/H7	chr12	117000001	118000000	FBXW8|TESC|FBXO21|NOS1|KSR2	-0.2846	1	Hemizygous Deletions	1.10854033625667	0.0578	3	Copy Gain	3.59731576724579	FALSE
./derived_data/cna/seg/H7	chr12	124000001	125000000	ZNF664|FAM101A|NCOR2|BC017209|SCARB1|UBC|AX721264|DHX37|BRI3BP	-0.2845	1	Hemizygous Deletions	1.1087761044062	0.0329	3	Copy Gain	2.9580535119151	FALSE
./derived_data/cna/seg/H7	chr6	152000001	153000000	ESR1|NR3A1|SYNE1|CR607309|MYCT1|VIP|FBXO5|MTRF1L	-0.2841	1	Hemizygous Deletions	0.84085635021996	-0.0893	2	Copy Neutral	0.015625	FALSE
./derived_data/cna/seg/H7	chr11	23000001	24000000	endogenous	-0.2834	1	Hemizygous Deletions	0.8430063297475	0.002	2	Copy Neutral	2.1799410535333	FALSE
./derived_data/cna/seg/H7	chr13	25000001	26000000	PABPC3|FAM123A|BC022569|MTMR6|NUPL1|ATP8A2	-0.283	1	Hemizygous Deletions	1.11231458841601	0.0216	2	Copy Neutral	2.67156630331891	FALSE
./derived_data/cna/seg/H7	chr10	98000001	99000000	CRTAC1|C10orf28|LOXL4|PYROXD2|CR623142|HPS1|HPSE2	-0.2829	1	Hemizygous Deletions	1.11255061818583	0.0639	2	Copy Neutral	3.75561195235018	FALSE
./derived_data/cna/seg/H7	chr10	128000001	129000000	PTPRE|MKI67|AK124226	-0.2827	1	Hemizygous Deletions	1.11302272680933	0.0831	3	Copy Gain	4.25824698321766	FALSE
./derived_data/cna/seg/H7	chr13	66000001	67000000	PCDH9|BC042366	-0.2821	1	Hemizygous Deletions	1.11443944543224	0.007	2	Copy Neutral	2.30472176901922	FALSE
./derived_data/cna/seg/H7	chr12	57000001	58000000	ZBTB39|TAC3|MYO1A|TMEM194A|NAB2|STAT6|LRP1|NXPH4|SHMT2|NDUFA4L2|STAC3|R3HDM2|INHBC|INHBE|GLI1|ARHGAP9|MARS|DDIT3|MBD6|DCTN2|KIF5A|BC033961|PIP4K2C|DTX3|GEFT|BC073932|SLC26A10|B4GALNT1|OS9|AGAP2|hCG_2014417|TSPAN31|CDK4|DM110804|MARCH9|CYP27B1|CYP1|METTL1|FAM119B|TSFM|AVIL|CTDSP2|DM119443|CR602022|XRCC6BP1	-0.282	1	Hemizygous Deletions	1.11467562249103	-0.0821	2	Copy Neutral	0.144662533244156	FALSE
./derived_data/cna/seg/H7	chr6	38000001	39000000	ZFAND3|BTBD9|AX747659|GLO1|DNAH8|BC054098	-0.2817	1	Hemizygous Deletions	0.848232053678714	-0.0317	2	Copy Neutral	1.35010539261939	FALSE
./derived_data/cna/seg/H7	chr6	136000001	137000000	AJ606316|PDE7B|FAM54A|BCLAF1|MAP7|MAP3K5|PEX7|SLC35D3|CR617081|IL20RA	-0.2816	1	Hemizygous Deletions	0.84853964100948	-0.0489	2	Copy Neutral	0.933982005370414	FALSE
./derived_data/cna/seg/H7	chr13	109000001	110000000	MYO16|IRS2	-0.2805	1	Hemizygous Deletions	1.11822024354218	-0.0347	2	Copy Neutral	1.27716808095665	FALSE
./derived_data/cna/seg/H7	chr11	56000001	57000000	OR5AS1|OR8I2|OR8H2|OR8H3|OR8J3|OR8K5|OR5J2|OR5T2|OR5T3|OR5T1|OR8H1|OR8K3|OR8K1|OR8J1|OR8U8|OR5R1|OR5M9|OR5M3|OR5M8|OR5M11|OR5M10|OR5M1|OR5AP2|OR5AR1|OR9G9|OR9G4|AB231740|AK096987|OR5AK2	-0.28	1	Hemizygous Deletions	0.853463938972213	0.0203	2	Copy Neutral	2.63875129185881	FALSE
./derived_data/cna/seg/H7	chr17	55000001	56000000	STXBP4|HLF|MMD|TMEM100|PCTP	-0.28	1	Hemizygous Deletions	1.11940260311049	-0.0065	2	Copy Neutral	1.96880380813883	FALSE
./derived_data/cna/seg/H7	chr11	85000001	86000000	DLG2|TMEM126B|TMEM126A|CREBZF|CCDC89|SYTL2|CCDC83|PICALM	-0.2796	1	Hemizygous Deletions	0.854695867015326	6e-04	2	Copy Neutral	2.14507987968921	FALSE
./derived_data/cna/seg/H7	chr6	132000001	133000000	BC040870|MOXD1|STX7|TAAR9|TAAR8|TAAR6|TAAR5|TAAR2|TAAR1|VNN1|VNN3|VNN2|C6orf192|RPS12|SNORD101	-0.2791	1	Hemizygous Deletions	0.856236257469849	-0.0308	2	Copy Neutral	1.37201617795326	FALSE
./derived_data/cna/seg/H7	chr12	13000001	14000000	HEBP1|HTR7P|KIAA1467|GSG1|EMP1|C12orf36|GRIN2B	-0.2786	1	Hemizygous Deletions	1.12271539073396	0.0301	2	Copy Neutral	2.88685627176402	FALSE
./derived_data/cna/seg/H7	chr10	132000001	133000000	JAKMIP3|DPYSL4|STK32C|LRRC27|PWWP2B|C10orf91|AF086154|INPP5A|NKX6-2|DKFZp434A1721|C10orf93|AK125849	-0.2785	1	Hemizygous Deletions	1.12295214145745	0.1446	3	Copy Gain	5.91402792057729	FALSE
./derived_data/cna/seg/H7	chr6	83000001	84000000	UBE2CBP|DOPEY1|AK023685|PGM3|RWDD2A|ME1|PRSS35|SNAP91|RIPPLY2|CYB5R4	-0.278	1	Hemizygous Deletions	0.859626996238531	-0.0133	2	Copy Neutral	1.80078738587537	FALSE
./derived_data/cna/seg/H7	chr11	33000001	34000000	DEPDC7|TCP11L1|LOC283267|CSTF3|BC043375|HIPK3|C11orf41|AB231759|CD59|FBXO3|LMO2	-0.2778	1	Hemizygous Deletions	0.860243772005092	-0.0479	2	Copy Neutral	0.958039631520052	FALSE
./derived_data/cna/seg/H7	chr11	31000001	32000000	DCDC5|DCDC1|DNAJC24|IMMP1L|ELP4|PAX6	-0.277	1	Hemizygous Deletions	0.862711730281931	-0.0335	2	Copy Neutral	1.30632480661977	FALSE
./derived_data/cna/seg/H7	chr10	56000001	57000000	ZWINT	-0.2769	1	Hemizygous Deletions	1.12674238568646	-0.015	2	Copy Neutral	1.7589068734396	FALSE
./derived_data/cna/seg/H7	chr11	62000001	63000000	INCENP|SCGB1D1|SCGB2A1|SCGB1D2|SCGB2A2|SCGB1D4|ASRGL1|SCGB1A1|AHNAK|EEF1G|TUT1|MTA2|EML3|ROM1|B3GAT3|GANAB|INTS5|C11orf48|METTL12|SNORA57|C11orf83|UBXN1|LRRN4CL|BSCL2|GNG3|HNRNPUL2|TTC9C|ZBTB3|POLR2G|TAF6L|TMEM179B|TMEM223|NXF1|STX5|WDR74|SNHG1|SNORD30|SNORD28|SLC3A2|CHRM1|SLC22A6|SLC22A8	-0.2766	1	Hemizygous Deletions	0.863946222712716	-0.0456	2	Copy Neutral	1.0134354960543	FALSE
./derived_data/cna/seg/H7	chr6	9000001	10000000	OFCC1|MRDS1|AF548120	-0.2764	1	Hemizygous Deletions	0.864563597292713	0.0038	2	Copy Neutral	2.22481230013012	FALSE
./derived_data/cna/seg/H7	chr6	113000001	114000000	MARCKS|BC037331|FLJ34503|HDAC2|BC042098	-0.2762	1	Hemizygous Deletions	0.865181057464933	-0.0401	2	Copy Neutral	1.14626251689741	FALSE
./derived_data/cna/seg/H7	chr10	5000001	6000000	AKR1C2|AKR1C3|AKR1CL1|AKR1C4|UCN3|TUBAL3|NET1|CALML5|AK128534|CALML3|ASB13|C10orf18|GDI2|ANKRD16|FBXO18|IL15RA	-0.2761	1	Hemizygous Deletions	1.12863908470209	-0.1068	2	Copy Neutral	0.015625	FALSE
./derived_data/cna/seg/H7	chr11	24000001	25000000	LUZP2	-0.2756	1	Hemizygous Deletions	0.8670339516536	-0.0067	2	Copy Neutral	1.96385083682258	FALSE
./derived_data/cna/seg/H7	chr6	110000001	111000000	WASF1|CDC40|C6orf186|DDO|SLC22A16|CDC2L6|BC047513|AMD1|GTF3C6|RPF2	-0.2751	1	Hemizygous Deletions	0.868578618903484	-0.0284	2	Copy Neutral	1.430511807424	FALSE
./derived_data/cna/seg/H7	chr12	81000001	82000000	ACSS3|PPFIA2	-0.2749	1	Hemizygous Deletions	1.13148610599209	0.0054	2	Copy Neutral	2.26474487896771	FALSE
./derived_data/cna/seg/H7	chr6	104000001	105000000	HACE1|LIN28B	-0.2748	1	Hemizygous Deletions	0.869505676249691	0.0012	2	Copy Neutral	2.16001624047401	FALSE
./derived_data/cna/seg/H7	chr13	64000001	65000000	AK057471	-0.2747	1	Hemizygous Deletions	1.13196083981354	0.0114	2	Copy Neutral	2.41488709797919	FALSE
./derived_data/cna/seg/H7	chr17	77000001	78000000	C17orf86|SCARNA16|SEC14L1|SEPT9|BC040189|AK130926|FLJ45079	-0.2742	1	Hemizygous Deletions	1.13314796233494	0.0968	2	Copy Neutral	4.62100954645729	FALSE
./derived_data/cna/seg/H7	chr6	149000001	150000000	UST|MAP3K7IP2|SUMO4|TFL|PPIL4|C6orf72|KATNA1|LATS1|NUP43|PCMT1|LRP11|RAET1E|RAET1G|BC040898|ULBP2|ULBP1|RAET1K	-0.274	1	Hemizygous Deletions	0.871978771841015	-0.0612	2	Copy Neutral	0.639433149340999	FALSE
./derived_data/cna/seg/H7	chr6	139000001	140000000	C6orf115|HECA|TXLNB|CITED2|AK123801|BC039503|BC038188	-0.2738	1	Hemizygous Deletions	0.872597260045957	-0.0092	2	Copy Neutral	1.90199659478794	FALSE
./derived_data/cna/seg/H7	chr10	85000001	86000000	AK097624|AK097655|GRID1|AX746544	-0.2735	1	Hemizygous Deletions	1.13481062521117	0.0152	2	Copy Neutral	2.51030064385941	FALSE
./derived_data/cna/seg/H7	chr6	155000001	156000000	TIAM2|AK022993|TFB1M|CLDN20|NOX3	-0.2732	1	Hemizygous Deletions	0.874453239188024	-0.0211	2	Copy Neutral	1.6090353292847	FALSE
./derived_data/cna/seg/H7	chr11	16000001	17000000	SOX6|C11orf58|PLEKHA7	-0.2729	1	Hemizygous Deletions	0.875381518254197	-0.0569	2	Copy Neutral	0.74212013605531	FALSE
./derived_data/cna/seg/H7	chr6	73000001	74000000	KCNQ5|KHDC1L|KHDC1|AL832252|DPPA5|C6orf221|OOEP|DDX43|C6orf150|MTO1|EEF1A1|SLC17A5|AK124950|CD109	-0.2727	1	Hemizygous Deletions	0.876000478212655	-0.0348	2	Copy Neutral	1.27473944834404	FALSE
./derived_data/cna/seg/H7	chr12	47000001	48000000	AMIGO2|AX747844|LOC100233209|FAM113B|RPAP3|P11|AL831948|RAPGEF3|SLC48A1|HDAC7|VDR|TMEM106C|COL2A1	-0.2726	1	Hemizygous Deletions	1.13694952036369	0.0081	2	Copy Neutral	2.33223161044463	FALSE
./derived_data/cna/seg/H7	chr11	82000001	83000000	BC041900|FAM181B|PRCP|C11orf82|RAB30	-0.2718	1	Hemizygous Deletions	0.878786860121212	0.019	2	Copy Neutral	2.60596583640286	FALSE
./derived_data/cna/seg/H7	chr12	54000001	55000000	HOXC9|HOXC8|HOXC6|HOXC5|HOXC4|FLJ12825|LOC100240735|LOC100240734|LOC400043|SMUG1|CBX5|HNRNPA1|NFE2|COPZ1|DM004235|GPR84|ZNF385A|ITGA5|GTSF1|NCKAP1L|PDE1B|PPP1R1A|GLYCAM1|LACRT|DCD|MUCL1|KIAA0748	-0.2718	1	Hemizygous Deletions	1.1388518809862	0.0705	2	Copy Neutral	3.92763876583463	FALSE
./derived_data/cna/seg/H7	chr6	87000001	88000000	HTR1E|CGA|ZNF292|GJB7|C6orf162|AK092941|C6orf164|C6orf165|SLC35A1|RARS2|ORC3L|AKIRIN2|hCG_1779191|AY927641	-0.2712	1	Hemizygous Deletions	0.880645413980944	-0.0898	2	Copy Neutral	0.015625	FALSE
./derived_data/cna/seg/H7	chr6	147000001	148000000	AK091594|BC035182|STXBP5|BC043173|SAMD5|BC047626	-0.2704	1	Hemizygous Deletions	0.883124688467504	-0.0267	2	Copy Neutral	1.47200512738641	FALSE
./derived_data/cna/seg/H7	chr11	64000001	65000000	MACROD1|FLRT1|STIP1|FERMT3|TRPT1|NUDT22|AX747192|DNAJC4|VEGFB|FKBP2|PPP1R14B|PLCB3|BAD|GPR137|KCNK4|C11orf20|ESRRA|TRMT112|PRDX5|CCDC88B|RPS6KA4|BC038767|SLC22A11|SLC22A12|NRXN2|RASGRP2|PYGM|SF1|MAP4K2|MEN1|CDC42BPG|EHD1|AB429224|DM004444|DM004447|ATG2A|PPP2R5B|GPHA2|C11orf85|BATF2	-0.2703	1	Hemizygous Deletions	0.883434694455235	0.0391	2	Copy Neutral	3.11619714741534	FALSE
./derived_data/cna/seg/H7	chr13	83000001	84000000	SLITRK1	-0.2701	1	Hemizygous Deletions	1.14289790158257	0.0084	2	Copy Neutral	2.33973793550974	FALSE
./derived_data/cna/seg/H7	chr11	43000001	44000000	AK126814|API5|TTC17|BC031305|DM004400|HSD17B12|AK094325|ALKBH3|LOC729799|AK097541|LOC387763|AX748080	-0.2688	1	Hemizygous Deletions	0.888087363752225	-0.0113	2	Copy Neutral	1.85012180014572	FALSE
./derived_data/cna/seg/H7	chr13	24000001	25000000	SPATA13|C1QTNF9|BC038727|PARP4|LOC374491|ATP12A|RNF17|CENPJ|AK054988|LOC646405	-0.2688	1	Hemizygous Deletions	1.1459951358437	0.0197	2	Copy Neutral	2.62361587215936	FALSE
./derived_data/cna/seg/H7	chr6	72000001	73000000	RIMS1|KCNQ5	-0.2688	1	Hemizygous Deletions	0.888087363752225	-0.0149	2	Copy Neutral	1.76136906714389	FALSE
./derived_data/cna/seg/H7	chr13	85000001	86000000	SLITRK6	-0.2687	1	Hemizygous Deletions	1.14623350025208	-4e-04	2	Copy Neutral	2.12019974503099	FALSE
./derived_data/cna/seg/H7	chr12	104000001	105000000	GLT8D2|HCFC2|NFYB|TXNRD1|EID3|CHST11|BC030271|SLC41A2|C12orf45	-0.2684	1	Hemizygous Deletions	1.14694869261822	-0.0198	2	Copy Neutral	1.64092205444113	FALSE
./derived_data/cna/seg/H7	chr12	108000001	109000000	WSCD2|CMKLR1|FICD|SART3|ISCU|TMEM119|SELPLG|CORO1C|SSH1|DAO|SVOP	-0.2683	1	Hemizygous Deletions	1.14718712312441	0.0434	3	Copy Gain	3.22627722285192	FALSE
./derived_data/cna/seg/H7	chr10	77000001	78000000	KCNMA1|AX748385|DQ592502|DQ590620|DQ570793|DQ577698|DQ586106|DQ583233|DQ580247|DQ580728|DQ575260|DQ582813|DQ581582|DQ577219|DQ573199|DQ590525|DQ581563|DQ579700|DQ592654|DQ597117|DQ600105|DQ586243|DQ599996|DQ596613|DQ585850|DQ576802|DQ589398|DQ574810|DQ581179|DQ580595|DQ594771|DQ576882|DQ570592|DQ570533|DQ593224|DQ584676|DQ579129|DQ586086|DQ576634|DLG5|AK125684|LOC100128292|POLR3A	-0.2679	1	Hemizygous Deletions	1.1481410104338	0.033	2	Copy Neutral	2.96059882701128	FALSE
./derived_data/cna/seg/H7	chr6	25000001	26000000	DKFZp686H12134|BC029534|LRRC16A|SCGN|HIST1H2AA|HIST1H2BA|SLC17A4|SLC17A1|SLC17A3|SLC17A2|TRIM38	-0.2677	1	Hemizygous Deletions	0.89150239703652	-0.051	2	Copy Neutral	0.883515236537138	FALSE
./derived_data/cna/seg/H7	chr10	76000001	77000000	C10orf11|KCNMA1|BC030624	-0.2676	1	Hemizygous Deletions	1.14885659949677	0.0911	2	Copy Neutral	4.46966055855761	FALSE
./derived_data/cna/seg/H7	chr6	89000001	90000000	PNRC1|SFRS13B|PM20D2|GABRR1|GABRR2|UBE2J1|RRAGD|ANKRD6|LYRM2|MDN1|CASP8AP2|GJA10|BACH2	-0.2671	1	Hemizygous Deletions	0.893366240239201	-0.0615	2	Copy Neutral	0.632280355957792	FALSE
./derived_data/cna/seg/H7	chr10	122000001	123000000	TACC2|BTBD16|PLEKHA1|ARMS2|HTRA1|DMBT1|C10orf120|FLJ46361|CUZD1|FAM24B|LOC399815|FAM24A|C10orf88|PSTK|IKZF5	-0.2659	1	Hemizygous Deletions	1.15291441610382	0.0653	3	Copy Gain	3.79203675482041	FALSE
./derived_data/cna/seg/H7	chr6	135000001	136000000	HBS1L|MYB|AHI1|C6orf217|PDE7B|AJ606316	-0.2658	1	Hemizygous Deletions	0.897407227358839	-0.003	2	Copy Neutral	2.0555920465271	FALSE
./derived_data/cna/seg/H7	chr6	20000001	21000000	MBOAT1|E2F3|CDKAL1	-0.2654	1	Hemizygous Deletions	0.898651340757702	-0.0366	2	Copy Neutral	1.23105283515415	FALSE
./derived_data/cna/seg/H7	chr11	1000001	2000000	AP2A2|MUC6|MUC2|MUC5AC|TOLLIP|BC066355|BRSK2|HCCA2|DUSP8|LOC338651|KRTAP5-1|KRTAP5-2|KRTAP5-3|KRTAP5-4|KRTAP5-5|DKFZp781M09150|FAM99B|AF085962|KRTAP5-6|CR626060|CTSD|SYT8|TNNI2|LSP1|TNNT3|MRPL23|AK126380|LOC100133545|H19	-0.2653	1	Hemizygous Deletions	0.89896242300826	0.1471	2	Copy Neutral	5.98284051032403	FALSE
./derived_data/cna/seg/H7	chr6	153000001	154000000	MTRF1L|RGS17	-0.265	1	Hemizygous Deletions	0.899895799145867	-0.041	2	Copy Neutral	1.12449252010705	FALSE
./derived_data/cna/seg/H7	chr13	30000001	31000000	CR592782|KATNAL1|LOC100188949|HMGB1|USPL1|ALOX5AP|AK093165|C13orf33|C13orf26	-0.2641	1	Hemizygous Deletions	1.15721614269894	-0.0046	2	Copy Neutral	2.01589129702605	FALSE
./derived_data/cna/seg/H7	chr13	63000001	64000000	OR7E156P|LOC647264|AK127969|AK057471	-0.2638	1	Hemizygous Deletions	1.15793361907884	-0.0059	2	Copy Neutral	1.98366684251968	FALSE
./derived_data/cna/seg/H7	chr13	87000001	88000000	AF339814|SLITRK5	-0.263	1	Hemizygous Deletions	1.15984761898323	0.0625	2	Copy Neutral	3.71922247958387	FALSE
./derived_data/cna/seg/H7	chr12	85000001	86000000	TSPAN19|LRRIQ1|ALX1|RASSF9|NTS|MGAT4C	-0.2617	1	Hemizygous Deletions	1.16296013337119	0.0359	2	Copy Neutral	3.03448976322922	FALSE
./derived_data/cna/seg/H7	chr10	109000001	110000000	XPNPEP1|U92992	-0.2616	1	Hemizygous Deletions	1.16319967374435	0.0462	2	Copy Neutral	3.29813385496474	FALSE
./derived_data/cna/seg/H7	chr11	14000001	15000000	SPON1|RRAS2|COPB1|PSMA1|PDE3B|CYP2R1|CALCA	-0.2613	1	Hemizygous Deletions	0.911423410901812	-0.0252	2	Copy Neutral	1.50865750608192	FALSE
./derived_data/cna/seg/H7	chr6	54000001	55000000	C6orf142|TINAG|DL262778|FAM83B	-0.2613	1	Hemizygous Deletions	0.911423410901812	-0.0282	2	Copy Neutral	1.43539083712622	FALSE
./derived_data/cna/seg/H7	chr12	84000001	85000000	SLC6A15|BC045559	-0.2612	1	Hemizygous Deletions	1.16415800129099	0.0442	2	Copy Neutral	3.24679346050872	FALSE
./derived_data/cna/seg/H7	chr10	126000001	127000000	FANK1|ADAM12|C10orf90|DOCK1	-0.2599	1	Hemizygous Deletions	1.16727440147756	0.099	3	Copy Gain	4.6795850693742	FALSE
./derived_data/cna/seg/H7	chr11	26000001	27000000	ANO3|BC045791|MUC15|SLC5A12|FIBIN	-0.2599	1	Hemizygous Deletions	0.915792925326216	-0.0114	2	Copy Neutral	1.84765345478397	FALSE
./derived_data/cna/seg/H7	chr6	24000001	25000000	NRSN1|DCDC2|KAAG1|MRS2|GPLD1|ALDH5A1|KIAA0319|TTRAP|ACOT13|C6orf62|GMNN|FAM65B	-0.2586	1	Hemizygous Deletions	0.919854130045037	-0.0308	2	Copy Neutral	1.37201617795326	FALSE
./derived_data/cna/seg/H7	chr11	111000001	112000000	C11orf53|C11orf92|C11orf93|POU2AF1|BC022056|AB231705|BTG4|BC021736|C11orf88|LAYN|SIK2|DQ599327|PPP2R1B|ALG9|FDXACB1|C11orf1|CRYAB|HSPB2|C11orf52|DIXDC1	-0.2585	1	Hemizygous Deletions	0.920166682011892	-0.0656	2	Copy Neutral	0.534674435468531	FALSE
./derived_data/cna/seg/H7	chr6	27000001	28000000	LOC100270746|C6orf41|HIST1H2BJ|HIST1H2AG|HIST1H2BK|HIST1H4I|HIST1H2AH|PRSS16|POM121L2|FKSG83|C2H2|ZNF391|BC132797|AX747641|ZNF184|BC035101|HIST1H2BL|HIST1H3H|HIST1H2AJ|HIST1H2BM|HIST1H4J|FKSG62|HIST1H4K|HIST1H2AK|HIST1H2BN|HIST1H2AL|HIST1H1B|HIST1H3I|HIST1H4L|HIST1H3J|HIST1H2AM|HIST1H2BO|OR2B2|OR2B6	-0.2584	1	Hemizygous Deletions	0.920479255643949	-0.0131	2	Copy Neutral	1.8057177502304	FALSE
./derived_data/cna/seg/H7	chr6	22000001	23000000	FLJ22536|AK126168|PRL|HDGFL1	-0.2583	1	Hemizygous Deletions	0.920791850942711	0.0084	2	Copy Neutral	2.33973793550974	FALSE
